"","preu","area","qual.total","condicio.total","any","carrer","tipus","garatge.cotxes","garatge.area","aire"
"795",269500,2787,7,5,2000,"Pave","Duplex",4,820,"Y"
"796",80000,1608,4,3,1961,"Pave","1Fam",1,444,"N"
"797",60000,438,2,5,1920,"Pave","1Fam",1,246,"N"
"798",85500,1092,4,4,1972,"Pave","Twnhs",1,253,"Y"
"799",187000,1851,6,8,1964,"Pave","1Fam",2,440,"Y"
"800",118000,1594,4,6,1910,"Pave","2fmCon",0,0,"Y"
"801",275000,1698,9,5,2005,"Pave","1Fam",3,730,"Y"
"802",280000,1577,9,5,2005,"Pave","TwnhsE",2,564,"Y"
"803",150000,2009,7,5,1939,"Pave","1Fam",2,400,"Y"
"804",218000,1437,5,8,1976,"Pave","1Fam",2,528,"Y"
"805",157000,1949,5,4,1977,"Pave","Duplex",2,586,"Y"
"806",146000,1200,5,8,1965,"Pave","1Fam",2,884,"Y"
"807",113000,793,5,6,1945,"Pave","1Fam",1,240,"Y"
"808",234500,1553,7,5,2003,"Pave","1Fam",2,588,"Y"
"809",118964,1535,5,5,1979,"Pave","Duplex",2,410,"Y"
"810",211000,1796,6,5,1998,"Pave","1Fam",2,546,"Y"
"811",195500,1604,6,5,1998,"Pave","1Fam",2,472,"Y"
"812",195000,1675,6,5,1999,"Pave","1Fam",2,435,"Y"
"813",250000,1651,8,5,2007,"Pave","1Fam",3,870,"Y"
"814",219500,2034,7,5,1997,"Pave","1Fam",2,645,"Y"
"815",301600,3086,5,4,1935,"Pave","1Fam",3,1200,"Y"
"816",236000,2256,7,5,2000,"Pave","1Fam",2,554,"Y"
"817",213133,1369,7,6,2007,"Pave","1Fam",2,605,"Y"
"818",163900,1482,7,5,1992,"Pave","1Fam",2,392,"Y"
"819",134000,1211,5,5,1968,"Pave","1Fam",1,322,"Y"
"820",253000,1685,8,5,2006,"Pave","1Fam",3,658,"Y"
"821",284000,1575,8,5,2003,"Pave","1Fam",3,732,"Y"
"822",190000,1680,7,5,2004,"Pave","TwnhsE",2,588,"Y"
"823",208900,1352,7,5,2006,"Pave","TwnhsE",2,466,"Y"
"824",180000,1512,6,5,2000,"Pave","TwnhsE",2,440,"Y"
"825",240900,1884,7,5,2003,"Pave","1Fam",2,581,"Y"
"826",290000,2683,6,5,1990,"Pave","1Fam",2,473,"Y"
"827",135000,1666,6,6,1927,"Pave","1Fam",1,384,"Y"
"828",170000,1586,8,5,1999,"Pave","Twnhs",2,480,"Y"
"829",102000,986,6,5,1926,"Pave","1Fam",1,180,"N"
"830",157000,1601,7,5,1978,"Pave","1Fam",2,478,"Y"
"831",172000,1398,6,5,1990,"Pave","TwnhsE",2,542,"Y"
"832",129900,1774,7,5,1931,"Pave","1Fam",2,468,"Y"
"833",260000,1524,7,6,1979,"Pave","1Fam",2,586,"Y"
"834",169000,2320,5,6,1948,"Pave","1Fam",2,672,"Y"
"835",82000,1152,4,5,1955,"Pave","Duplex",0,0,"N"
"836",208000,1982,6,6,1986,"Pave","1Fam",2,501,"Y"
"837",225000,1511,8,5,1995,"Pave","1Fam",3,811,"Y"
"838",373000,2497,8,5,1981,"Pave","1Fam",2,676,"Y"
"839",155000,1052,6,7,1971,"Pave","1Fam",2,440,"Y"
"840",235000,2009,6,7,1928,"Pave","1Fam",3,795,"Y"
"841",410000,3078,9,5,1998,"Pave","1Fam",3,806,"Y"
"842",271900,2196,7,7,1990,"Pave","1Fam",3,701,"Y"
"843",99000,930,4,5,1953,"Pave","1Fam",1,286,"Y"
"844",108959,1258,4,4,1969,"Pave","Duplex",2,400,"Y"
"845",202000,1403,6,5,2000,"Pave","1Fam",2,470,"Y"
"846",197500,1381,6,7,1972,"Pave","1Fam",2,676,"Y"
"847",221500,1614,7,5,2005,"Pave","1Fam",3,865,"Y"
"848",160000,1324,6,5,1965,"Pave","1Fam",2,440,"Y"
"849",137000,1228,7,8,1918,"Pave","1Fam",1,215,"Y"
"850",170000,1162,7,5,2007,"Pave","1Fam",2,483,"Y"
"851",125500,1363,4,7,1910,"Pave","1Fam",2,528,"Y"
"852",182000,1428,7,5,2007,"Pave","1Fam",2,480,"Y"
"853",204000,2237,6,8,1980,"Pave","1Fam",2,440,"Y"
"854",189950,1426,7,8,1918,"Pave","1Fam",1,216,"Y"
"855",398800,2690,9,5,2009,"Pave","1Fam",3,864,"Y"
"856",402000,2448,8,7,1994,"Pave","1Fam",3,711,"Y"
"857",419005,1966,10,5,2007,"Pave","1Fam",3,1092,"Y"
"858",123000,912,5,6,1962,"Pave","1Fam",1,252,"Y"
"859",279500,2125,7,5,1996,"Pave","1Fam",2,576,"Y"
"860",139900,1428,7,7,1900,"Pave","1Fam",2,576,"Y"
"861",181000,1504,7,5,2005,"Pave","TwnhsE",2,457,"Y"
"862",142500,1141,6,5,2005,"Pave","1Fam",2,484,"Y"
"863",143000,1026,6,6,1974,"Pave","1Fam",2,528,"Y"
"864",99500,918,6,5,1979,"Pave","TwnhsE",1,264,"Y"
"865",124900,1001,5,9,1930,"Pave","1Fam",1,216,"Y"
"866",123000,2168,5,6,1900,"Pave","1Fam",2,576,"N"
"867",350000,2113,8,6,1995,"Pave","1Fam",3,839,"Y"
"868",258000,2373,8,5,2004,"Pave","1Fam",3,632,"Y"
"869",157500,1096,6,5,1978,"Pave","1Fam",2,484,"Y"
"870",228000,1707,8,6,1981,"Pave","1Fam",2,511,"Y"
"871",184000,1540,7,5,1994,"Pave","1Fam",2,495,"Y"
"872",108000,1292,4,7,1923,"Pave","1Fam",1,205,"Y"
"873",129500,1328,5,7,1950,"Pave","1Fam",1,308,"Y"
"874",87500,1510,4,4,1910,"Pave","1Fam",2,720,"Y"
"875",276000,2574,8,5,2007,"Pave","1Fam",3,868,"Y"
"876",151000,1217,6,5,1991,"Pave","TwnhsE",2,484,"Y"
"877",145000,1332,6,5,1990,"Pave","TwnhsE",2,542,"Y"
"878",158500,1093,6,7,1966,"Pave","1Fam",2,484,"Y"
"879",295493,1630,8,5,2008,"Pave","1Fam",3,860,"Y"
"880",126000,990,5,5,1994,"Pave","1Fam",1,299,"Y"
"881",178000,1641,7,7,1925,"Pave","1Fam",2,546,"Y"
"882",165600,1501,6,5,1993,"Pave","1Fam",2,420,"Y"
"883",133500,1461,4,7,1949,"Pave","1Fam",1,384,"Y"
"884",99500,792,5,8,1923,"Pave","1Fam",1,287,"Y"
"885",164000,1646,7,5,1941,"Pave","1Fam",1,240,"Y"
"886",141000,1375,6,6,1937,"Pave","1Fam",1,544,"Y"
"887",224900,1661,7,5,1998,"Pave","1Fam",2,598,"Y"
"888",230000,1517,8,7,1929,"Pave","1Fam",2,400,"Y"
"889",128000,1196,6,6,1940,"Pave","1Fam",2,576,"Y"
"890",150750,1327,5,6,1959,"Pave","1Fam",2,624,"Y"
"891",133000,1578,6,7,1941,"Pave","1Fam",1,240,"Y"
"892",122500,972,5,6,1955,"Pave","1Fam",1,305,"Y"
"893",112900,1036,5,5,1953,"Pave","1Fam",1,312,"Y"
"894",188500,1432,7,5,2004,"Pave","1Fam",2,432,"Y"
"895",250000,2088,8,5,2007,"Pave","1Fam",3,656,"Y"
"896",190000,1923,7,5,1992,"Pave","1Fam",2,564,"Y"
"897",155000,1114,6,5,2003,"Pave","1Fam",2,576,"Y"
"898",157000,1073,7,5,2004,"Pave","1Fam",1,246,"Y"
"899",235876,1528,7,5,2007,"Pave","1Fam",2,480,"Y"
"900",160000,2414,5,4,1900,"Pave","2fmCon",2,520,"N"
"901",68500,520,4,6,1927,"Pave","1Fam",1,240,"N"
"902",153900,1199,6,5,1993,"Pave","TwnhsE",2,530,"Y"
"903",254900,1916,8,5,1998,"Pave","1Fam",3,741,"Y"
"904",133000,1488,6,5,1950,"Pave","1Fam",2,738,"Y"
"905",145000,1040,5,7,1968,"Pave","1Fam",2,686,"Y"
"906",181134,1340,7,5,2007,"Pave","1Fam",2,396,"Y"
"907",178900,1877,6,6,1974,"Pave","1Fam",2,488,"Y"
"908",80000,861,4,6,1920,"Pave","1Fam",2,288,"Y"
"909",134432,1588,4,4,1959,"Pave","1Fam",2,680,"Y"
"910",142953,2240,5,5,1979,"Pave","Duplex",2,528,"Y"
"911",292500,2840,7,7,1978,"Pave","1Fam",4,1314,"Y"
"912",192000,1431,7,5,1999,"Pave","1Fam",2,666,"Y"
"913",108000,1336,4,6,1920,"Pave","1Fam",1,570,"Y"
"914",164500,1320,5,6,1966,"Pave","1Fam",2,564,"Y"
"915",112500,984,6,7,1954,"Pave","1Fam",1,280,"Y"
"916",211000,1948,7,5,2003,"Pave","1Fam",2,434,"Y"
"917",160000,1009,5,7,1977,"Pave","1Fam",2,576,"Y"
"918",110000,1107,6,5,1921,"Pave","1Fam",1,625,"Y"
"919",286000,1593,8,5,2001,"Pave","TwnhsE",2,682,"Y"
"920",107000,1669,4,5,1924,"Pave","1Fam",1,288,"N"
"921",115000,1216,5,7,1920,"Pave","1Fam",1,355,"Y"
"922",101000,1111,5,7,1920,"Pave","1Fam",1,288,"N"
"923",378000,1780,9,5,2004,"Pave","1Fam",3,816,"Y"
"924",128000,914,4,7,1961,"Pave","1Fam",1,270,"Y"
"925",227000,1665,8,6,2001,"Pave","1Fam",2,528,"Y"
"926",242000,2069,7,7,1960,"Pave","1Fam",2,505,"Y"
"927",205000,1986,7,6,1965,"Pave","1Fam",2,486,"Y"
"928",263435,1935,8,5,2009,"Pave","1Fam",2,552,"Y"
"929",209500,1554,8,5,2006,"Pave","Twnhs",2,627,"Y"
"930",147000,1207,6,5,1962,"Pave","1Fam",1,264,"Y"
"931",130000,1316,5,7,1929,"Pave","1Fam",2,484,"Y"
"932",209000,1491,8,5,2001,"Pave","1Fam",2,490,"Y"
"933",246500,1651,8,5,2007,"Pave","1Fam",3,870,"Y"
"934",170000,1680,4,5,1995,"Pave","1Fam",2,628,"Y"
"935",212000,1661,7,6,1996,"Pave","1Fam",2,550,"Y"
"936",122000,900,5,5,1967,"Pave","1Fam",1,280,"Y"
"937",165500,1661,6,6,1955,"Pave","1Fam",1,377,"Y"
"938",155000,1803,5,4,1957,"Pave","1Fam",2,484,"Y"
"939",128950,1225,4,5,1959,"Pave","1Fam",0,0,"Y"
"940",80400,1844,4,5,1900,"Pave","1Fam",1,240,"Y"
"941",173733,1224,6,5,2009,"Pave","TwnhsE",2,528,"Y"
"942",39300,334,1,3,1946,"Pave","1Fam",0,0,"N"
"943",222000,1478,7,5,2009,"Pave","1Fam",2,484,"Y"
"944",185000,1221,7,5,2004,"Pave","1Fam",2,400,"Y"
"945",172500,1739,8,5,1999,"Pave","Twnhs",2,480,"Y"
"946",202900,1908,8,5,2002,"Pave","1Fam",2,431,"Y"
"947",187750,1301,7,5,2006,"Pave","1Fam",2,572,"Y"
"948",130000,1800,5,5,1961,"Pave","Duplex",0,0,"N"
"949",189000,1845,6,5,1992,"Pave","1Fam",2,462,"Y"
"950",139500,1049,5,5,1984,"Pave","TwnhsE",1,266,"Y"
"951",260000,1734,7,5,2005,"Pave","1Fam",2,660,"Y"
"952",392500,1652,8,5,2008,"Pave","TwnhsE",2,482,"Y"
"953",257500,1658,8,5,2008,"Pave","1Fam",3,726,"Y"
"954",204900,1498,7,5,2006,"Pave","1Fam",2,675,"Y"
"955",152000,1040,5,5,1996,"Pave","1Fam",2,576,"Y"
"956",424870,2828,8,5,2006,"Pave","1Fam",3,1052,"Y"
"957",112000,1902,6,5,1978,"Pave","Duplex",2,539,"Y"
"958",37900,968,3,6,1910,"Pave","1Fam",0,0,"N"
"959",272500,1838,8,5,2007,"Pave","1Fam",2,524,"Y"
"960",167000,1636,7,8,1919,"Pave","1Fam",1,288,"Y"
"961",165000,1208,6,6,1977,"Pave","1Fam",2,546,"Y"
"962",212500,1358,7,5,2007,"Pave","TwnhsE",2,484,"Y"
"963",130000,1630,5,5,1953,"Pave","1Fam",2,649,"Y"
"964",115400,1005,4,3,1964,"Pave","1Fam",2,440,"Y"
"965",98600,1235,5,3,1961,"Pave","1Fam",2,480,"Y"
"966",165000,1376,6,7,1920,"Pave","1Fam",2,576,"Y"
"967",122000,2358,8,5,1872,"Pave","1Fam",0,0,"N"
"968",260000,1488,7,5,2004,"Pave","TwnhsE",2,506,"Y"
"969",88750,704,4,9,1946,"Pave","1Fam",1,220,"Y"
"970",191000,1504,7,5,2005,"Pave","TwnhsE",2,437,"Y"
"971",270000,1959,8,5,2006,"Pave","1Fam",3,1025,"Y"
"972",176000,1414,7,5,2002,"Pave","1Fam",2,403,"Y"
"973",270000,1494,8,5,1995,"Pave","TwnhsE",2,481,"Y"
"974",109000,1034,5,6,1940,"Pave","1Fam",1,240,"Y"
"975",538000,3279,8,5,2003,"Pave","1Fam",3,841,"Y"
"976",132000,1450,7,8,1920,"Pave","1Fam",1,288,"Y"
"977",156500,1690,7,9,1910,"Pave","1Fam",2,624,"Y"
"978",192000,1269,8,5,2004,"Pave","TwnhsE",2,430,"Y"
"979",143000,1050,5,7,1971,"Pave","1Fam",1,336,"Y"
"980",290000,2526,8,5,1994,"Pave","1Fam",3,844,"Y"
"981",165150,1790,6,5,1972,"Pave","1Fam",2,484,"Y"
"982",135000,1656,5,7,1916,"Pave","1Fam",1,180,"Y"
"983",144000,912,5,6,1962,"Pave","1Fam",1,352,"Y"
"984",175500,1422,6,6,1981,"Pave","1Fam",2,576,"Y"
"985",280000,1533,7,5,1975,"Pave","1Fam",2,576,"Y"
"986",157900,1442,6,6,1958,"Pave","1Fam",1,301,"Y"
"987",415000,3672,6,8,1935,"Pave","1Fam",2,836,"Y"
"988",51689,729,3,5,1945,"Pave","1Fam",0,0,"N"
"989",190000,1500,7,5,2004,"Pave","1Fam",2,570,"Y"
"990",338931,2550,8,5,2006,"Pave","1Fam",3,670,"Y"
"991",144100,1650,6,8,1910,"Pave","1Fam",2,468,"Y"
"992",106500,992,4,5,1970,"Pave","Twnhs",1,297,"Y"
"993",149900,985,5,8,1977,"Pave","1Fam",1,328,"Y"
"994",105500,832,6,6,1954,"Pave","1Fam",2,528,"Y"
"995",163000,1680,6,5,1993,"Pave","1Fam",2,474,"Y"
"996",215000,1534,8,5,2006,"Pave","1Fam",2,484,"Y"
"997",143000,1347,5,7,1957,"Pave","1Fam",2,551,"Y"
"998",170000,1389,5,5,1974,"Pave","1Fam",2,418,"Y"
"999",127500,1040,6,7,1925,"Pave","1Fam",2,320,"Y"
"1000",114000,1298,5,3,1964,"Pave","1Fam",2,504,"Y"
"1001",168000,1572,6,5,1995,"Pave","1Fam",2,373,"Y"
"1002",161000,1666,8,7,1925,"Pave","1Fam",1,228,"Y"
"1003",108000,672,5,8,1940,"Pave","1Fam",1,240,"Y"
"1004",79900,747,4,5,1926,"Pave","1Fam",2,528,"Y"
"1005",99800,713,3,8,1930,"Pave","1Fam",1,371,"Y"
"1006",174000,1560,6,5,2005,"Pave","1Fam",2,400,"Y"
"1007",129500,1040,5,5,1965,"Pave","1Fam",1,384,"Y"
"1008",153500,1559,5,6,1948,"Pave","1Fam",2,812,"Y"
"1009",127000,1507,5,5,1960,"Pave","1Fam",1,404,"Y"
"1010",100000,968,5,6,1923,"Pave","1Fam",2,480,"Y"
"1011",129000,1633,5,7,1948,"Pave","1Fam",1,240,"Y"
"1012",177000,1913,6,6,1928,"Pave","1Fam",2,342,"Y"
"1013",121500,1392,5,6,1957,"Pave","1Fam",2,528,"Y"
"1014",110500,866,5,9,1945,"Pave","1Fam",0,0,"Y"
"1015",191750,1820,6,5,1993,"Pave","1Fam",2,492,"Y"
"1016",170000,1226,8,5,1978,"Pave","Twnhs",2,484,"Y"
"1017",284500,2199,8,5,1997,"Pave","1Fam",2,516,"Y"
"1018",196500,1720,7,5,2004,"Pave","1Fam",2,565,"Y"
"1019",188000,2000,7,5,1993,"Pave","1Fam",3,650,"Y"
"1020",192500,1663,7,5,2003,"Pave","1Fam",2,478,"Y"
"1021",135000,1461,6,8,1926,"Pave","1Fam",1,225,"Y"
"1022",240000,2098,7,5,1997,"Pave","1Fam",2,621,"Y"
"1023",171000,1645,6,6,1971,"Pave","1Fam",2,441,"Y"
"1024",143000,1328,6,5,1963,"Pave","1Fam",2,528,"Y"
"1025",96900,1376,3,5,1905,"Pave","1Fam",1,216,"Y"
"1026",220000,1958,7,5,1994,"Pave","1Fam",2,499,"Y"
"1027",119000,949,5,7,1924,"Pave","1Fam",2,370,"Y"
"1028",157000,1090,5,5,2005,"Pave","1Fam",2,450,"Y"
"1029",132000,1057,5,5,1962,"Pave","1Fam",2,576,"Y"
"1030",100000,1123,4,5,1939,"Pave","1Fam",1,264,"Y"
"1031",247900,1682,8,5,1997,"Pave","1Fam",2,528,"Y"
"1032",326000,1850,9,5,2004,"Pave","1Fam",3,772,"Y"
"1033",170000,1396,6,5,2007,"Pave","1Fam",2,440,"Y"
"1034",274725,2021,7,5,2006,"Pave","1Fam",2,422,"Y"
"1035",85400,987,6,5,1971,"Pave","Twnhs",1,264,"Y"
"1036",89500,987,6,3,1971,"Pave","TwnhsE",1,264,"Y"
"1037",76500,2256,5,3,1910,"Pave","2fmCon",0,0,"N"
"1038",194500,1744,7,7,1993,"Pave","1Fam",2,457,"Y"
"1039",138000,1603,6,3,1923,"Pave","1Fam",2,599,"Y"
"1040",184000,1337,7,5,1999,"Pave","TwnhsE",2,511,"Y"
"1041",267000,2452,8,5,1998,"Pave","1Fam",2,683,"Y"
"1042",130000,1204,8,5,1987,"Pave","TwnhsE",2,461,"Y"
"1043",199900,1886,7,5,1998,"Pave","1Fam",2,431,"Y"
"1044",113000,1013,6,7,1926,"Pave","1Fam",1,160,"Y"
"1045",260000,2646,7,5,1993,"Pave","1Fam",3,656,"Y"
"1046",85000,796,5,7,1910,"Pave","1Fam",0,0,"Y"
"1047",275500,2098,8,5,2005,"Pave","1Fam",3,878,"Y"
"1048",219000,2267,7,8,1937,"Pave","1Fam",2,498,"Y"
"1049",128000,1041,5,6,1958,"Pave","1Fam",1,294,"Y"
"1050",130000,950,5,5,1953,"Pave","1Fam",2,400,"N"
"1051",230500,2161,7,5,2001,"Pave","1Fam",2,570,"Y"
"1052",136500,1480,5,6,1951,"Pave","1Fam",1,253,"N"
"1053",145500,1031,5,8,1952,"Pave","1Fam",1,230,"Y"
"1054",375000,2036,7,5,1965,"Pave","1Fam",2,513,"Y"
"1055",271500,1468,6,5,2005,"Pave","1Fam",2,528,"Y"
"1056",155000,1575,6,6,1951,"Pave","1Fam",2,400,"Y"
"1057",115000,890,5,5,1968,"Pave","2fmCon",1,308,"N"
"1058",136000,1040,6,7,1953,"Pave","1Fam",1,293,"Y"
"1059",235000,1625,8,5,2006,"Pave","TwnhsE",2,538,"Y"
"1060",144000,1056,6,5,1980,"Pave","Duplex",2,576,"Y"
"1061",143250,981,6,5,1971,"Pave","1Fam",2,576,"Y"
"1062",119000,948,4,6,1954,"Pave","1Fam",1,280,"Y"
"1063",119000,1728,5,4,1964,"Pave","Duplex",1,352,"Y"
"1064",152000,1558,5,5,1950,"Pave","1Fam",1,282,"Y"
"1065",153337,1224,5,5,1979,"Pave","Duplex",2,528,"Y"
"1066",133500,925,5,6,1963,"Pave","1Fam",2,484,"Y"
"1067",135000,1127,6,6,1976,"Pave","1Fam",2,480,"Y"
"1068",197900,1779,7,5,1998,"Pave","1Fam",2,546,"Y"
"1069",122000,1351,5,6,1925,"Pave","1Fam",2,576,"Y"
"1070",179600,1422,7,5,2004,"Pave","1Fam",2,626,"Y"
"1071",173500,1258,7,6,2007,"Pave","1Fam",2,462,"Y"
"1072",455000,2042,10,5,2006,"Pave","1Fam",3,724,"Y"
"1073",306000,1704,8,5,2007,"Pave","1Fam",3,772,"Y"
"1074",144900,1086,5,7,1954,"Pave","1Fam",2,490,"Y"
"1075",118000,864,5,5,1958,"Pave","1Fam",1,399,"Y"
"1076",180000,1721,5,6,1968,"Pave","1Fam",2,440,"Y"
"1077",217000,1779,7,5,1999,"Pave","1Fam",2,586,"Y"
"1078",178000,1868,6,7,1984,"Pave","1Fam",2,477,"Y"
"1079",137500,1344,6,6,1958,"Pave","1Fam",2,525,"Y"
"1080",277000,2144,6,7,1958,"Pave","1Fam",2,389,"Y"
"1081",141000,864,5,6,1961,"Pave","1Fam",2,732,"Y"
"1082",165000,1431,6,5,1962,"Pave","1Fam",1,296,"Y"
"1083",200000,1607,8,5,1999,"Pave","Twnhs",2,480,"Y"
"1084",146000,1548,6,5,1976,"Pave","TwnhsE",2,440,"Y"
"1085",172500,1556,6,6,1949,"Pave","1Fam",2,470,"Y"
"1086",122500,1365,5,5,1971,"Pave","TwnhsE",2,440,"Y"
"1087",91900,784,4,5,1955,"Pave","2fmCon",0,0,"N"
"1088",203000,1444,7,5,2002,"Pave","1Fam",2,577,"Y"
"1089",149900,1466,5,4,1959,"Pave","1Fam",2,528,"Y"
"1090",188000,1728,5,5,1976,"Pave","Duplex",2,560,"Y"
"1091",280000,2172,7,5,2006,"Pave","1Fam",3,947,"Y"
"1092",189000,2601,5,6,1921,"Pave","1Fam",2,621,"Y"
"1093",148500,1441,6,6,1978,"Pave","Twnhs",2,440,"Y"
"1094",149900,894,5,7,1972,"Pave","1Fam",2,552,"Y"
"1095",134900,1176,6,9,1937,"Pave","1Fam",2,624,"Y"
"1096",140000,936,5,5,1980,"Pave","Duplex",2,672,"Y"
"1097",314813,1828,9,5,2007,"Pave","1Fam",3,774,"Y"
"1098",105000,1342,6,5,1939,"Pave","1Fam",1,240,"Y"
"1099",112000,808,5,8,1958,"Pave","1Fam",1,308,"Y"
"1100",183000,1633,6,5,1998,"Pave","1Fam",2,460,"Y"
"1101",147000,1322,6,5,1974,"Pave","TwnhsE",2,440,"Y"
"1102",159434,1520,5,5,1932,"Pave","1Fam",1,281,"Y"
"1103",250000,1530,9,5,2007,"Pave","1Fam",3,984,"Y"
"1104",177500,2140,5,6,1965,"Pave","1Fam",2,549,"Y"
"1105",334000,2826,8,5,1992,"Pave","1Fam",3,888,"Y"
"1106",177000,1573,6,5,2000,"Pave","Twnhs",2,440,"Y"
"1107",187500,1498,6,5,1995,"Pave","1Fam",2,409,"Y"
"1108",140000,848,6,5,2003,"Pave","TwnhsE",2,420,"Y"
"1109",105000,875,5,7,1931,"Pave","1Fam",1,180,"Y"
"1110",178000,1732,6,5,1985,"Pave","1Fam",2,476,"Y"
"1111",160000,1472,7,5,1991,"Pave","1Fam",2,402,"Y"
"1112",108500,1282,5,6,1942,"Pave","2fmCon",1,240,"N"
"1113",79000,774,3,6,1931,"Pave","1Fam",0,0,"Y"
"1114",119500,950,5,5,1971,"Pave","1Fam",1,280,"Y"
"1115",207500,1686,6,6,1980,"Pave","1Fam",2,612,"Y"
"1116",110000,1374,5,4,1938,"Pave","1Fam",1,225,"Y"
"1117",186800,1400,7,5,2005,"Pave","1Fam",2,612,"Y"
"1118",328000,2260,7,5,1996,"Pave","1Fam",2,533,"Y"
"1119",375000,1625,8,5,2006,"Pave","TwnhsE",2,495,"Y"
"1120",415000,1868,9,5,2005,"Pave","1Fam",3,1085,"Y"
"1121",138400,1536,5,5,1930,"Pave","1Fam",2,480,"Y"
"1122",178000,1491,6,5,1996,"Pave","1Fam",2,571,"Y"
"1123",113000,988,5,5,1954,"Pave","1Fam",2,520,"Y"
"1124",418000,2758,9,5,2005,"Pave","1Fam",3,814,"Y"
"1125",174000,1484,6,5,2005,"Pave","1Fam",2,390,"Y"
"1126",172500,1920,5,5,1958,"Pave","1Fam",2,451,"Y"
"1127",174000,1682,7,6,1970,"Pave","1Fam",2,530,"Y"
"1128",123600,990,4,5,1994,"Pave","1Fam",0,0,"Y"
"1129",328900,1709,9,5,1999,"Pave","TwnhsE",2,506,"Y"
"1130",137500,1180,4,5,1922,"Pave","1Fam",1,252,"Y"
"1131",149700,1236,6,7,1957,"Pave","1Fam",2,923,"Y"
"1132",119500,1302,5,7,1972,"Pave","Twnhs",1,264,"Y"
"1133",204500,1218,7,5,2009,"Pave","1Fam",2,676,"Y"
"1134",143000,990,5,7,1994,"Pave","1Fam",1,440,"Y"
"1135",184000,2495,7,7,1890,"Pave","1Fam",2,342,"Y"
"1136",176000,1137,6,6,1987,"Pave","1Fam",2,551,"Y"
"1137",201800,1820,7,6,1965,"Pave","1Fam",2,492,"Y"
"1138",112000,1288,5,4,1941,"Pave","1Fam",1,240,"N"
"1139",90000,2337,5,5,1900,"Pave","2fmCon",2,560,"N"
"1140",226700,1768,7,5,2005,"Pave","1Fam",2,603,"Y"
"1141",161000,1042,6,5,1965,"Pave","1Fam",2,440,"Y"
"1142",302000,1824,7,5,1971,"Pave","1Fam",2,739,"Y"
"1143",109900,1242,4,5,1946,"Pave","1Fam",1,336,"N"
"1144",154900,1343,5,6,1921,"Pave","1Fam",1,186,"Y"
"1145",138000,796,5,7,1971,"Pave","1Fam",0,0,"Y"
"1146",163000,1440,5,5,1968,"Pave","1Fam",2,480,"Y"
"1147",85000,641,4,6,1925,"Pave","1Fam",1,272,"Y"
"1148",114000,1039,4,8,1900,"Pave","1Fam",1,281,"Y"
"1149",64000,1120,4,5,1948,"Pave","1Fam",2,480,"N"
"1150",152000,1620,5,5,1969,"Pave","1Fam",2,462,"Y"
"1151",141000,1092,5,5,1957,"Pave","1Fam",1,299,"Y"
"1152",155000,1337,6,5,2001,"Pave","TwnhsE",2,511,"Y"
"1153",153000,1520,6,6,1955,"Pave","1Fam",1,364,"Y"
"1154",124900,780,5,7,1972,"Pave","1Fam",1,352,"Y"
"1155",183000,1640,7,5,2003,"Pave","1Fam",2,595,"Y"
"1156",159950,1086,5,5,1966,"Pave","1Fam",2,484,"Y"
"1157",165000,1350,6,5,1974,"Pave","1Fam",2,478,"Y"
"1158",250000,2654,6,7,1968,"Pave","1Fam",2,619,"Y"
"1159",95000,919,6,5,1940,"Pave","1Fam",1,231,"N"
"1160",137900,1456,6,5,1977,"Pave","Twnhs",2,440,"Y"
"1161",159895,1266,7,5,2007,"Pave","1Fam",2,388,"Y"
"1162",107400,1605,3,6,1915,"Pave","1Fam",1,379,"N"
"1163",147000,996,6,6,1992,"Pave","1Fam",2,564,"Y"
"1164",127500,1296,6,6,1927,"Pave","1Fam",2,576,"Y"
"1165",475000,3608,10,9,1892,"Pave","1Fam",3,840,"Y"
"1166",128500,836,7,6,1976,"Pave","TwnhsE",1,345,"Y"
"1167",210400,1335,7,5,2006,"Pave","1Fam",2,575,"Y"
"1168",159900,1444,6,5,1976,"Pave","1Fam",2,473,"Y"
"1169",196000,1749,7,5,1999,"Pave","1Fam",2,515,"Y"
"1170",173000,1636,6,5,1996,"Pave","1Fam",2,386,"Y"
"1171",85000,756,4,4,1927,"Pave","1Fam",2,440,"N"
"1172",179000,1515,6,5,2004,"Pave","1Fam",2,393,"Y"
"1173",191000,1479,7,5,1999,"Pave","1Fam",2,577,"Y"
"1174",185750,1489,6,7,1968,"Pave","1Fam",2,462,"Y"
"1175",88000,858,4,4,1971,"Pave","1Fam",0,0,"Y"
"1176",184000,1820,7,6,1925,"Pave","1Fam",1,240,"Y"
"1177",132000,1453,5,6,1942,"Pave","1Fam",1,240,"Y"
"1178",155000,1215,6,7,1958,"Pave","1Fam",1,297,"Y"
"1179",200000,2090,7,6,1973,"Pave","1Fam",2,484,"Y"
"1180",103500,1944,6,5,1910,"Pave","Duplex",2,324,"N"
"1181",165000,1020,5,8,1964,"Pave","1Fam",2,528,"Y"
"1182",342000,2956,8,5,2004,"Pave","1Fam",3,916,"Y"
"1183",183200,1509,6,5,2002,"Pave","1Fam",2,393,"Y"
"1184",147000,1122,5,7,1948,"Pave","1Fam",2,528,"Y"
"1185",133500,1044,6,6,1976,"Pave","1Fam",2,528,"Y"
"1186",128000,1324,4,6,1936,"Pave","1Fam",1,240,"Y"
"1187",172785,1456,6,5,2006,"Pave","1Fam",2,429,"Y"
